STATIONS_ID;MESS_DATUM;QN_9;TT_TU;RF_TU;eor
        691;2022121800;    3;  -8.9;  91.0;eor
        691;2022121801;    3;  -9.5;  93.0;eor
        691;2022121802;    3;  -8.5;  92.0;eor
        691;2022121803;    3;  -8.5;  92.0;eor
        691;2022121804;    3;  -7.7;  88.0;eor
        691;2022121805;    3;  -7.9;  89.0;eor
        691;2022121806;    3;  -8.4;  88.0;eor
        691;2022121807;    3;  -8.2;  87.0;eor
        691;2022121808;    3;  -8.3;  87.0;eor
        691;2022121809;    3;  -7.4;  86.0;eor
        691;2022121810;    3;  -6.2;  85.0;eor
        691;2022121811;    3;  -5.3;  82.0;eor
        691;2022121812;    3;  -3.2;  80.0;eor
        691;2022121813;    3;  -2.9;  80.0;eor
        691;2022121814;    3;  -2.6;  79.0;eor
        691;2022121815;    3;  -2.0;  76.0;eor
        691;2022121816;    3;  -2.1;  73.0;eor
        691;2022121817;    3;  -2.3;  72.0;eor
        691;2022121818;    3;  -2.3;  73.0;eor
        691;2022121819;    3;  -1.8;  72.0;eor
        691;2022121820;    3;  -1.7;  72.0;eor
        691;2022121821;    3;  -1.6;  72.0;eor
        691;2022121822;    3;  -1.4;  72.0;eor
        691;2022121823;    3;  -1.3;  74.0;eor
        691;2022121900;    3;  -0.8;  75.0;eor
        691;2022121901;    3;   0.0;  76.0;eor
        691;2022121902;    3;   0.2;  83.0;eor
        691;2022121903;    3;   0.5;  87.0;eor
        691;2022121904;    3;   1.1;  87.0;eor
        691;2022121905;    3;   1.4;  90.0;eor
        691;2022121906;    3;   1.8;  90.0;eor
        691;2022121907;    3;   2.1;  93.0;eor
        691;2022121908;    3;   2.3;  95.0;eor
        691;2022121909;    3;   2.6;  95.0;eor
        691;2022121910;    3;   3.3;  97.0;eor
        691;2022121911;    3;   4.8;  97.0;eor
        691;2022121912;    3;   6.0;  95.0;eor
        691;2022121913;    3;   6.8;  94.0;eor
        691;2022121914;    3;   7.5;  93.0;eor
        691;2022121915;    3;   7.8;  92.0;eor
        691;2022121916;    3;   8.1;  90.0;eor
        691;2022121917;    3;   7.4;  90.0;eor
        691;2022121918;    3;   7.3;  90.0;eor
        691;2022121919;    3;   7.8;  83.0;eor
        691;2022121920;    3;   7.7;  82.0;eor
        691;2022121921;    3;   7.3;  82.0;eor
        691;2022121922;    3;   7.3;  82.0;eor
        691;2022121923;    3;   6.6;  85.0;eor
        691;2022122000;    3;   7.2;  85.0;eor
        691;2022122001;    3;   7.4;  86.0;eor
        691;2022122002;    3;   8.8;  84.0;eor
        691;2022122003;    3;   8.7;  85.0;eor
        691;2022122004;    3;   8.6;  85.0;eor
        691;2022122005;    3;   9.5;  84.0;eor
        691;2022122006;    3;   9.3;  91.0;eor
        691;2022122007;    3;   8.8;  93.0;eor
        691;2022122008;    3;   9.3;  87.0;eor
        691;2022122009;    3;  10.1;  86.0;eor
        691;2022122010;    3;  10.3;  84.0;eor
        691;2022122011;    3;  10.8;  80.0;eor
        691;2022122012;    3;  10.6;  82.0;eor
        691;2022122013;    3;  10.5;  88.0;eor
        691;2022122014;    3;   9.9;  94.0;eor
        691;2022122015;    3;  10.3;  89.0;eor
        691;2022122016;    3;  10.6;  87.0;eor
        691;2022122017;    3;  10.3;  90.0;eor
        691;2022122018;    3;  10.0;  93.0;eor
        691;2022122019;    3;  10.0;  95.0;eor
        691;2022122020;    3;   9.7;  96.0;eor
        691;2022122021;    3;   9.6;  97.0;eor
        691;2022122022;    3;   9.3;  98.0;eor
        691;2022122023;    3;   9.1;  99.0;eor
        691;2022122100;    3;   9.1;  98.0;eor
        691;2022122101;    3;   8.6; 100.0;eor
        691;2022122102;    3;   8.4;  99.0;eor
        691;2022122103;    3;   7.5; 100.0;eor
        691;2022122104;    3;   6.4;  99.0;eor
        691;2022122105;    3;   6.8; 100.0;eor
        691;2022122106;    3;   5.9; 100.0;eor
        691;2022122107;    3;   5.6; 100.0;eor
        691;2022122108;    3;   6.5; 100.0;eor
        691;2022122109;    3;   6.9; 100.0;eor
        691;2022122110;    3;   7.4; 100.0;eor
        691;2022122111;    3;   7.9;  96.0;eor
        691;2022122112;    3;   8.1;  93.0;eor
        691;2022122113;    3;   8.3;  88.0;eor
        691;2022122114;    3;   7.7;  92.0;eor
        691;2022122115;    3;   6.8;  91.0;eor
        691;2022122116;    3;   5.2;  97.0;eor
        691;2022122117;    3;   5.9;  94.0;eor
        691;2022122118;    3;   5.1;  95.0;eor
        691;2022122119;    3;   6.6;  92.0;eor
        691;2022122120;    3;   6.8;  91.0;eor
        691;2022122121;    3;   6.5;  93.0;eor
        691;2022122122;    3;   6.7;  94.0;eor
        691;2022122123;    3;   6.6;  97.0;eor
        691;2022122200;    3;   6.9;  97.0;eor
        691;2022122201;    3;   6.9;  98.0;eor
        691;2022122202;    3;   7.2;  97.0;eor
        691;2022122203;    3;   7.4;  97.0;eor
        691;2022122204;    3;   7.5;  98.0;eor
        691;2022122205;    3;   7.3;  99.0;eor
        691;2022122206;    3;   7.4;  99.0;eor
        691;2022122207;    3;   7.5;  98.0;eor
        691;2022122208;    3;   7.5;  97.0;eor
        691;2022122209;    3;   7.5;  99.0;eor
        691;2022122210;    3;   8.2;  98.0;eor
        691;2022122211;    3;   8.6;  92.0;eor
        691;2022122212;    3;   7.5;  92.0;eor
        691;2022122213;    3;   8.7;  82.0;eor
        691;2022122214;    3;   8.4;  76.0;eor
        691;2022122215;    3;   6.0;  84.0;eor
        691;2022122216;    3;   6.5;  88.0;eor
        691;2022122217;    3;   6.8;  87.0;eor
        691;2022122218;    3;   6.6;  86.0;eor
        691;2022122219;    3;   7.0;  85.0;eor
        691;2022122220;    3;   6.3;  89.0;eor
        691;2022122221;    3;   6.0;  95.0;eor
        691;2022122222;    3;   6.0;  96.0;eor
        691;2022122223;    3;   5.8;  96.0;eor
        691;2022122300;    3;   5.7;  98.0;eor
        691;2022122301;    3;   5.8;  99.0;eor
        691;2022122302;    3;   5.8; 100.0;eor
        691;2022122303;    3;   5.6;  98.0;eor
        691;2022122304;    3;   5.4;  99.0;eor
        691;2022122305;    3;   5.7;  99.0;eor
        691;2022122306;    3;   6.0; 100.0;eor
        691;2022122307;    3;   5.8;  99.0;eor
        691;2022122308;    3;   6.0;  99.0;eor
        691;2022122309;    3;   6.2; 100.0;eor
        691;2022122310;    3;   6.6;  98.0;eor
        691;2022122311;    3;   6.8;  97.0;eor
        691;2022122312;    3;   7.6;  94.0;eor
        691;2022122313;    3;   7.6;  93.0;eor
        691;2022122314;    3;   7.4;  96.0;eor
        691;2022122315;    3;   7.0;  97.0;eor
        691;2022122316;    3;   6.8;  97.0;eor
        691;2022122317;    3;   6.6;  98.0;eor
        691;2022122318;    3;   6.3;  98.0;eor
        691;2022122319;    3;   6.2;  98.0;eor
        691;2022122320;    3;   6.2;  97.0;eor
        691;2022122321;    3;   6.1;  97.0;eor
        691;2022122322;    3;   6.0;  97.0;eor
        691;2022122323;    3;   6.0;  97.0;eor
        691;2022122400;    3;   5.9;  97.0;eor
        691;2022122401;    3;   5.9;  96.0;eor
        691;2022122402;    3;   5.8;  97.0;eor
        691;2022122403;    3;   5.9;  97.0;eor
        691;2022122404;    3;   5.8;  98.0;eor
        691;2022122405;    3;   5.9; 100.0;eor
        691;2022122406;    3;   8.3;  92.0;eor
        691;2022122407;    3;   8.6;  92.0;eor
        691;2022122408;    3;   8.5;  90.0;eor
        691;2022122409;    3;   8.7;  93.0;eor
        691;2022122410;    3;   9.3;  90.0;eor
        691;2022122411;    3;   9.4;  88.0;eor
        691;2022122412;    3;   9.9;  89.0;eor
        691;2022122413;    3;  10.0;  90.0;eor
        691;2022122414;    3;  10.1;  85.0;eor
        691;2022122415;    3;   8.7;  88.0;eor
        691;2022122416;    3;   8.1;  88.0;eor
        691;2022122417;    3;   9.0;  86.0;eor
        691;2022122418;    3;   8.2;  85.0;eor
        691;2022122419;    3;   7.8;  88.0;eor
        691;2022122420;    3;   6.2;  91.0;eor
        691;2022122421;    3;   5.1;  95.0;eor
        691;2022122422;    3;   4.6;  98.0;eor
        691;2022122423;    3;   3.1;  98.0;eor
        691;2022122500;    3;   3.1;  99.0;eor
        691;2022122501;    3;   3.6;  98.0;eor
        691;2022122502;    3;   3.9;  98.0;eor
        691;2022122503;    3;   3.5;  99.0;eor
        691;2022122504;    3;   3.9;  98.0;eor
        691;2022122505;    3;   3.7;  98.0;eor
        691;2022122506;    3;   4.1;  98.0;eor
        691;2022122507;    3;   5.0;  97.0;eor
        691;2022122508;    3;   5.7;  98.0;eor
        691;2022122509;    3;   6.2;  97.0;eor
        691;2022122510;    3;   6.7;  96.0;eor
        691;2022122511;    3;   7.1;  95.0;eor
        691;2022122512;    3;   7.4;  95.0;eor
        691;2022122513;    3;   7.5;  95.0;eor
        691;2022122514;    3;   7.4;  96.0;eor
        691;2022122515;    3;   7.4;  97.0;eor
        691;2022122516;    3;   7.4;  98.0;eor
        691;2022122517;    3;   7.5; 100.0;eor
        691;2022122518;    3;   7.5;  99.0;eor
        691;2022122519;    3;   7.6; 100.0;eor
        691;2022122520;    3;   7.5;  99.0;eor
        691;2022122521;    3;   7.3; 100.0;eor
        691;2022122522;    3;   7.1; 100.0;eor
        691;2022122523;    3;   7.1; 100.0;eor
        691;2022122600;    3;   7.1;  98.0;eor
        691;2022122601;    3;   7.3; 100.0;eor
        691;2022122602;    3;   7.3; 100.0;eor
        691;2022122603;    3;   7.4;  99.0;eor
        691;2022122604;    3;   7.8;  99.0;eor
        691;2022122605;    3;   8.1;  98.0;eor
        691;2022122606;    3;   8.2;  98.0;eor
        691;2022122607;    3;   8.8;  95.0;eor
        691;2022122608;    3;   8.8;  94.0;eor
        691;2022122609;    3;   8.8;  91.0;eor
        691;2022122610;    3;   9.1;  89.0;eor
        691;2022122611;    3;   9.8;  85.0;eor
        691;2022122612;    3;   9.6;  88.0;eor
        691;2022122613;    3;   9.0;  75.0;eor
        691;2022122614;    3;   7.0;  83.0;eor
        691;2022122615;    3;   6.7;  76.0;eor
        691;2022122616;    3;   5.2;  70.0;eor
        691;2022122617;    3;   3.7;  79.0;eor
        691;2022122618;    3;   3.1;  81.0;eor
        691;2022122619;    3;   2.8;  83.0;eor
        691;2022122620;    3;   2.8;  85.0;eor
        691;2022122621;    3;   3.4;  82.0;eor
        691;2022122622;    3;   3.9;  81.0;eor
        691;2022122623;    3;   2.9;  84.0;eor
        691;2022122700;    3;   2.5;  84.0;eor
        691;2022122701;    3;   2.6;  83.0;eor
        691;2022122702;    3;   3.2;  82.0;eor
        691;2022122703;    3;   3.3;  83.0;eor
        691;2022122704;    3;   3.6;  83.0;eor
        691;2022122705;    3;   3.9;  86.0;eor
        691;2022122706;    3;   3.8;  86.0;eor
        691;2022122707;    3;   3.6;  86.0;eor
        691;2022122708;    3;   3.1;  89.0;eor
        691;2022122709;    3;   3.8;  88.0;eor
        691;2022122710;    3;   4.7;  83.0;eor
        691;2022122711;    3;   5.4;  82.0;eor
        691;2022122712;    3;   5.9;  80.0;eor
        691;2022122713;    3;   6.0;  81.0;eor
        691;2022122714;    3;   5.9;  81.0;eor
        691;2022122715;    3;   5.3;  83.0;eor
        691;2022122716;    3;   4.6;  85.0;eor
        691;2022122717;    3;   4.2;  87.0;eor
        691;2022122718;    3;   4.3;  89.0;eor
        691;2022122719;    3;   4.8;  88.0;eor
        691;2022122720;    3;   4.3;  90.0;eor
        691;2022122721;    3;   5.9;  85.0;eor
        691;2022122722;    3;   6.1;  81.0;eor
        691;2022122723;    3;   5.5;  81.0;eor
        691;2022122800;    3;   5.4;  78.0;eor
        691;2022122801;    3;   5.6;  76.0;eor
        691;2022122802;    3;   5.7;  76.0;eor
        691;2022122803;    3;   5.2;  84.0;eor
        691;2022122804;    3;   5.3;  86.0;eor
        691;2022122805;    3;   5.6;  90.0;eor
        691;2022122806;    3;   6.1;  93.0;eor
        691;2022122807;    3;   6.6;  94.0;eor
        691;2022122808;    3;   7.4;  92.0;eor
        691;2022122809;    3;   8.0;  92.0;eor
        691;2022122810;    3;   8.4;  91.0;eor
        691;2022122811;    3;   8.7;  92.0;eor
        691;2022122812;    3;   9.1;  90.0;eor
        691;2022122813;    3;   9.1;  91.0;eor
        691;2022122814;    3;   8.8;  95.0;eor
        691;2022122815;    3;   8.8;  94.0;eor
        691;2022122816;    3;   9.0;  90.0;eor
        691;2022122817;    3;   8.7;  88.0;eor
        691;2022122818;    3;   8.7;  83.0;eor
        691;2022122819;    3;   8.8;  80.0;eor
        691;2022122820;    3;   8.2;  86.0;eor
        691;2022122821;    3;   8.3;  88.0;eor
        691;2022122822;    3;   8.8;  86.0;eor
        691;2022122823;    3;   9.0;  89.0;eor
        691;2022122900;    3;   9.8;  86.0;eor
        691;2022122901;    3;  10.0;  87.0;eor
        691;2022122902;    3;  10.4;  85.0;eor
        691;2022122903;    3;  10.6;  83.0;eor
        691;2022122904;    3;  10.6;  87.0;eor
        691;2022122905;    3;  10.8;  88.0;eor
        691;2022122906;    3;  10.5;  89.0;eor
        691;2022122907;    3;  10.5;  87.0;eor
        691;2022122908;    3;  10.1;  86.0;eor
        691;2022122909;    3;   9.9;  81.0;eor
        691;2022122910;    3;  10.2;  77.0;eor
        691;2022122911;    3;   9.6;  81.0;eor
        691;2022122912;    3;  10.8;  72.0;eor
        691;2022122913;    3;  10.1;  78.0;eor
        691;2022122914;    3;   9.2;  82.0;eor
        691;2022122915;    3;   9.2;  83.0;eor
        691;2022122916;    3;   8.5;  85.0;eor
        691;2022122917;    3;   8.6;  84.0;eor
        691;2022122918;    3;   9.1;  80.0;eor
        691;2022122919;    3;   8.4;  83.0;eor
        691;2022122920;    3;   8.1;  89.0;eor
        691;2022122921;    3;   7.2;  85.0;eor
        691;2022122922;    3;   6.5;  85.0;eor
        691;2022122923;    3;   6.8;  85.0;eor
        691;2022123000;    3;   6.9;  83.0;eor
        691;2022123001;    3;   7.3;  81.0;eor
        691;2022123002;    3;   7.3;  80.0;eor
        691;2022123003;    3;   7.1;  79.0;eor
        691;2022123004;    3;   6.8;  81.0;eor
        691;2022123005;    3;   6.0;  83.0;eor
        691;2022123006;    3;   5.4;  86.0;eor
        691;2022123007;    3;   4.7;  89.0;eor
        691;2022123008;    3;   4.9;  87.0;eor
        691;2022123009;    3;   5.7;  84.0;eor
        691;2022123010;    3;   6.2;  82.0;eor
        691;2022123011;    3;   7.2;  77.0;eor
        691;2022123012;    3;   7.9;  75.0;eor
        691;2022123013;    3;   7.4;  76.0;eor
        691;2022123014;    3;   7.5;  77.0;eor
        691;2022123015;    3;   7.9;  75.0;eor
        691;2022123016;    3;   8.6;  71.0;eor
        691;2022123017;    3;   8.6;  77.0;eor
        691;2022123018;    3;   8.3;  89.0;eor
        691;2022123019;    3;   8.7;  91.0;eor
        691;2022123020;    3;   9.2;  94.0;eor
        691;2022123021;    3;  10.7;  91.0;eor
        691;2022123022;    3;  11.6;  88.0;eor
        691;2022123023;    3;  11.7;  88.0;eor
        691;2022123100;    3;  12.1;  88.0;eor
        691;2022123101;    3;  12.2;  89.0;eor
        691;2022123102;    3;  12.0;  92.0;eor
        691;2022123103;    3;  12.2;  94.0;eor
        691;2022123104;    3;  11.8;  92.0;eor
        691;2022123105;    3;  11.1;  93.0;eor
        691;2022123106;    3;  11.0;  96.0;eor
        691;2022123107;    3;  10.8;  97.0;eor
        691;2022123108;    3;  10.9;  97.0;eor
        691;2022123109;    3;  11.2;  98.0;eor
        691;2022123110;    3;  12.3;  96.0;eor
        691;2022123111;    3;  13.4;  92.0;eor
        691;2022123112;    3;  13.7;  91.0;eor
        691;2022123113;    3;  13.5;  96.0;eor
        691;2022123114;    3;  14.2;  94.0;eor
        691;2022123115;    3;  14.5;  91.0;eor
        691;2022123116;    3;  14.7;  88.0;eor
        691;2022123117;    3;  14.6;  87.0;eor
        691;2022123118;    3;  14.8;  81.0;eor
        691;2022123119;    3;  14.8;  77.0;eor
        691;2022123120;    3;  15.2;  73.0;eor
        691;2022123121;    3;  15.7;  65.0;eor
        691;2022123122;    3;  15.5;  61.0;eor
        691;2022123123;    3;  15.2;  62.0;eor
        691;2023010100;    3;  15.5;  60.0;eor
        691;2023010101;    3;  15.7;  59.0;eor
        691;2023010102;    3;  15.5;  60.0;eor
        691;2023010103;    3;  15.0;  65.0;eor
        691;2023010104;    3;  14.9;  65.0;eor
        691;2023010105;    3;  15.2;  59.0;eor
        691;2023010106;    3;  15.1;  57.0;eor
        691;2023010107;    3;  14.6;  60.0;eor
        691;2023010108;    3;  14.4;  60.0;eor
        691;2023010109;    3;  14.1;  63.0;eor
        691;2023010110;    3;  14.1;  55.0;eor
        691;2023010111;    3;  13.2;  58.0;eor
        691;2023010112;    3;  12.6;  64.0;eor
        691;2023010113;    3;  13.1;  66.0;eor
        691;2023010114;    3;  12.5;  70.0;eor
        691;2023010115;    3;  12.0;  75.0;eor
        691;2023010116;    3;  11.7;  79.0;eor
        691;2023010117;    3;  10.9;  83.0;eor
        691;2023010118;    3;  10.3;  87.0;eor
        691;2023010119;    3;  10.5;  88.0;eor
        691;2023010120;    3;  10.8;  84.0;eor
        691;2023010121;    3;  11.5;  78.0;eor
        691;2023010122;    3;  11.0;  83.0;eor
        691;2023010123;    3;  10.3;  94.0;eor
        691;2023010200;    3;  10.1;  95.0;eor
        691;2023010201;    3;  10.3;  94.0;eor
        691;2023010202;    3;  10.4;  94.0;eor
        691;2023010203;    3;  12.2;  86.0;eor
        691;2023010204;    3;  12.4;  87.0;eor
        691;2023010205;    3;  12.1;  91.0;eor
        691;2023010206;    3;  12.2;  93.0;eor
        691;2023010207;    3;  12.8;  87.0;eor
        691;2023010208;    3;  12.9;  86.0;eor
        691;2023010209;    3;  12.9;  85.0;eor
        691;2023010210;    3;  12.5;  89.0;eor
        691;2023010211;    3;  11.4;  82.0;eor
        691;2023010212;    3;   9.6;  87.0;eor
        691;2023010213;    3;   9.5;  83.0;eor
        691;2023010214;    3;   9.0;  89.0;eor
        691;2023010215;    3;   8.8;  86.0;eor
        691;2023010216;    3;   9.1;  83.0;eor
        691;2023010217;    3;   8.6;  87.0;eor
        691;2023010218;    3;   8.7;  90.0;eor
        691;2023010219;    3;   7.0;  88.0;eor
        691;2023010220;    3;   6.6;  91.0;eor
        691;2023010221;    3;   5.9;  93.0;eor
        691;2023010222;    3;   5.3;  92.0;eor
        691;2023010223;    3;   4.2;  94.0;eor
        691;2023010300;    3;   4.9;  92.0;eor
        691;2023010301;    3;   4.4;  93.0;eor
        691;2023010302;    3;   3.9;  93.0;eor
        691;2023010303;    3;   3.4;  93.0;eor
        691;2023010304;    3;   2.9;  94.0;eor
        691;2023010305;    3;   2.8;  92.0;eor
        691;2023010306;    3;   2.7;  95.0;eor
        691;2023010307;    3;   3.6;  95.0;eor
        691;2023010308;    3;   3.5;  94.0;eor
        691;2023010309;    3;   3.6;  93.0;eor
        691;2023010310;    3;   3.5;  95.0;eor
        691;2023010311;    3;   4.6;  92.0;eor
        691;2023010312;    3;   5.5;  89.0;eor
        691;2023010313;    3;   5.8;  88.0;eor
        691;2023010314;    3;   6.3;  88.0;eor
        691;2023010315;    3;   6.3;  90.0;eor
        691;2023010316;    3;   6.5;  91.0;eor
        691;2023010317;    3;   6.6;  90.0;eor
        691;2023010318;    3;   5.9;  92.0;eor
        691;2023010319;    3;   4.6;  95.0;eor
        691;2023010320;    3;   6.1;  88.0;eor
        691;2023010321;    3;   6.6;  84.0;eor
        691;2023010322;    3;   7.0;  81.0;eor
        691;2023010323;    3;   6.6;  81.0;eor
        691;2023010400;    3;   6.8;  79.0;eor
        691;2023010401;    3;   7.0;  77.0;eor
        691;2023010402;    3;   7.6;  76.0;eor
        691;2023010403;    3;   8.0;  78.0;eor
        691;2023010404;    3;   7.6;  88.0;eor
        691;2023010405;    3;   7.8;  92.0;eor
        691;2023010406;    3;   8.6;  92.0;eor
        691;2023010407;    3;   9.8;  90.0;eor
        691;2023010408;    3;  10.0;  93.0;eor
        691;2023010409;    3;  10.7;  90.0;eor
        691;2023010410;    3;  10.9;  91.0;eor
        691;2023010411;    3;  11.0;  93.0;eor
        691;2023010412;    3;  11.3;  93.0;eor
        691;2023010413;    3;  11.6;  94.0;eor
        691;2023010414;    3;  11.6;  96.0;eor
        691;2023010415;    3;  11.9;  90.0;eor
        691;2023010416;    3;  11.6;  90.0;eor
        691;2023010417;    3;  11.5;  86.0;eor
        691;2023010418;    3;  11.3;  88.0;eor
        691;2023010419;    3;  11.1;  85.0;eor
        691;2023010420;    3;  11.2;  83.0;eor
        691;2023010421;    3;  10.6;  80.0;eor
        691;2023010422;    3;  10.4;  86.0;eor
        691;2023010423;    3;  10.6;  85.0;eor
        691;2023010500;    3;  10.4;  85.0;eor
        691;2023010501;    3;  10.1;  87.0;eor
        691;2023010502;    3;   9.8;  89.0;eor
        691;2023010503;    3;   9.5;  92.0;eor
        691;2023010504;    3;   9.7;  87.0;eor
        691;2023010505;    3;   9.4;  89.0;eor
        691;2023010506;    3;   9.6;  87.0;eor
        691;2023010507;    3;   9.5;  87.0;eor
        691;2023010508;    3;   8.8;  88.0;eor
        691;2023010509;    3;   8.2;  81.0;eor
        691;2023010510;    3;   8.5;  81.0;eor
        691;2023010511;    3;   8.9;  80.0;eor
        691;2023010512;    3;   9.6;  80.0;eor
        691;2023010513;    3;   9.5;  76.0;eor
        691;2023010514;    3;   9.0;  75.0;eor
        691;2023010515;    3;   6.8;  85.0;eor
        691;2023010516;    3;   8.2;  82.0;eor
        691;2023010517;    3;   8.2;  91.0;eor
        691;2023010518;    3;   7.7;  97.0;eor
        691;2023010519;    3;   7.8;  95.0;eor
        691;2023010520;    3;   7.8;  96.0;eor
        691;2023010521;    3;   7.9;  95.0;eor
        691;2023010522;    3;   8.7;  92.0;eor
        691;2023010523;    3;   9.0;  92.0;eor
        691;2023010600;    3;   9.1;  95.0;eor
        691;2023010601;    3;   9.3;  94.0;eor
        691;2023010602;    3;   9.5;  95.0;eor
        691;2023010603;    3;  10.1;  92.0;eor
        691;2023010604;    3;  10.1;  91.0;eor
        691;2023010605;    3;  10.0;  90.0;eor
        691;2023010606;    3;  10.0;  89.0;eor
        691;2023010607;    3;  10.3;  85.0;eor
        691;2023010608;    3;  10.5;  82.0;eor
        691;2023010609;    3;   9.8;  89.0;eor
        691;2023010610;    3;  10.0;  92.0;eor
        691;2023010611;    3;  10.2;  87.0;eor
        691;2023010612;    3;  10.6;  75.0;eor
        691;2023010613;    3;   9.9;  71.0;eor
        691;2023010614;    3;   9.3;  75.0;eor
        691;2023010615;    3;   8.7;  77.0;eor
        691;2023010616;    3;   7.9;  79.0;eor
        691;2023010617;    3;   7.1;  82.0;eor
        691;2023010618;    3;   6.3;  84.0;eor
        691;2023010619;    3;   6.8;  83.0;eor
        691;2023010620;    3;   5.9;  88.0;eor
        691;2023010621;    3;   5.1;  89.0;eor
        691;2023010622;    3;   4.8;  91.0;eor
        691;2023010623;    3;   3.4;  95.0;eor
        691;2023010700;    3;   6.0;  98.0;eor
        691;2023010701;    3;   8.5;  96.0;eor
        691;2023010702;    3;   9.0;  96.0;eor
        691;2023010703;    3;   9.3;  96.0;eor
        691;2023010704;    3;   9.8;  96.0;eor
        691;2023010705;    3;  10.1;  96.0;eor
        691;2023010706;    3;  10.4;  93.0;eor
        691;2023010707;    3;  10.1;  92.0;eor
        691;2023010708;    3;   9.5;  93.0;eor
        691;2023010709;    3;   9.7;  91.0;eor
        691;2023010710;    3;   9.9;  87.0;eor
        691;2023010711;    3;  10.5;  83.0;eor
        691;2023010712;    3;  10.7;  81.0;eor
        691;2023010713;    3;  10.8;  79.0;eor
        691;2023010714;    3;  10.9;  77.0;eor
        691;2023010715;    3;  10.3;  77.0;eor
        691;2023010716;    3;   9.6;  80.0;eor
        691;2023010717;    3;   9.0;  80.0;eor
        691;2023010718;    3;   8.5;  79.0;eor
        691;2023010719;    3;   7.8;  80.0;eor
        691;2023010720;    3;   8.0;  80.0;eor
        691;2023010721;    3;   8.3;  80.0;eor
        691;2023010722;    3;   8.9;  76.0;eor
        691;2023010723;    3;   9.4;  73.0;eor
        691;2023010800;    3;   9.6;  73.0;eor
        691;2023010801;    3;   9.6;  75.0;eor
        691;2023010802;    3;   9.5;  78.0;eor
        691;2023010803;    3;   9.9;  78.0;eor
        691;2023010804;    3;   9.5;  80.0;eor
        691;2023010805;    3;   8.4;  84.0;eor
        691;2023010806;    3;   9.2;  82.0;eor
        691;2023010807;    3;   9.3;  82.0;eor
        691;2023010808;    3;   9.2;  86.0;eor
        691;2023010809;    3;   9.1;  88.0;eor
        691;2023010810;    3;   9.1;  87.0;eor
        691;2023010811;    3;   9.7;  77.0;eor
        691;2023010812;    3;  10.6;  70.0;eor
        691;2023010813;    3;  10.5;  67.0;eor
        691;2023010814;    3;  10.4;  68.0;eor
        691;2023010815;    3;   8.2;  79.0;eor
        691;2023010816;    3;   8.7;  80.0;eor
        691;2023010817;    3;   7.6;  80.0;eor
        691;2023010818;    3;   5.9;  86.0;eor
        691;2023010819;    3;   4.7;  89.0;eor
        691;2023010820;    3;   5.3;  88.0;eor
        691;2023010821;    3;   5.4;  90.0;eor
        691;2023010822;    3;   5.0;  92.0;eor
        691;2023010823;    3;   5.1;  92.0;eor
        691;2023010900;    3;   5.3;  90.0;eor
        691;2023010901;    3;   5.6;  88.0;eor
        691;2023010902;    3;   5.9;  92.0;eor
        691;2023010903;    3;   6.3;  96.0;eor
        691;2023010904;    3;   6.9;  95.0;eor
        691;2023010905;    3;   6.7;  94.0;eor
        691;2023010906;    3;   6.2;  93.0;eor
        691;2023010907;    3;   5.0;  94.0;eor
        691;2023010908;    3;   5.2;  94.0;eor
        691;2023010909;    3;   6.1;  88.0;eor
        691;2023010910;    3;   6.9;  85.0;eor
        691;2023010911;    3;   7.4;  86.0;eor
        691;2023010912;    3;   7.3;  85.0;eor
        691;2023010913;    3;   7.4;  87.0;eor
        691;2023010914;    3;   6.7;  91.0;eor
        691;2023010915;    3;   6.6;  95.0;eor
        691;2023010916;    3;   6.4;  95.0;eor
        691;2023010917;    3;   6.6;  94.0;eor
        691;2023010918;    3;   6.5;  94.0;eor
        691;2023010919;    3;   6.1;  94.0;eor
        691;2023010920;    3;   6.2;  94.0;eor
        691;2023010921;    3;   6.5;  91.0;eor
        691;2023010922;    3;   5.4;  94.0;eor
        691;2023010923;    3;   5.9;  93.0;eor
        691;2023011000;    3;   4.8;  94.0;eor
        691;2023011001;    3;   5.3;  93.0;eor
        691;2023011002;    3;   5.4;  93.0;eor
        691;2023011003;    3;   4.9;  92.0;eor
        691;2023011004;    3;   4.8;  92.0;eor
        691;2023011005;    3;   4.3;  92.0;eor
        691;2023011006;    3;   4.3;  92.0;eor
        691;2023011007;    3;   5.1;  90.0;eor
        691;2023011008;    3;   4.3;  91.0;eor
        691;2023011009;    3;   5.7;  89.0;eor
        691;2023011010;    3;   6.1;  88.0;eor
        691;2023011011;    3;   6.6;  87.0;eor
        691;2023011012;    3;   7.0;  85.0;eor
        691;2023011013;    3;   7.0;  82.0;eor
        691;2023011014;    3;   6.9;  83.0;eor
        691;2023011015;    3;   6.4;  83.0;eor
        691;2023011016;    3;   6.3;  83.0;eor
        691;2023011017;    3;   6.3;  81.0;eor
        691;2023011018;    3;   6.8;  76.0;eor
        691;2023011019;    3;   5.9;  84.0;eor
        691;2023011020;    3;   5.7;  86.0;eor
        691;2023011021;    3;   5.5;  90.0;eor
        691;2023011022;    3;   5.7;  93.0;eor
        691;2023011023;    3;   6.3;  90.0;eor
        691;2023011100;    3;   6.9;  88.0;eor
        691;2023011101;    3;   7.4;  88.0;eor
        691;2023011102;    3;   7.6;  91.0;eor
        691;2023011103;    3;   8.5;  90.0;eor
