STATIONS_ID;MESS_DATUM;QN_3;   F;   D;eor
        691;2022121800;   10;   1.1; 150;eor
        691;2022121801;   10;   1.1; 160;eor
        691;2022121802;   10;   1.1; 140;eor
        691;2022121803;   10;   1.2; 140;eor
        691;2022121804;   10;   1.4; 140;eor
        691;2022121805;   10;   1.2; 130;eor
        691;2022121806;   10;   1.5; 130;eor
        691;2022121807;   10;   1.6; 130;eor
        691;2022121808;   10;   1.8; 130;eor
        691;2022121809;   10;   2.0; 130;eor
        691;2022121810;   10;   2.1; 130;eor
        691;2022121811;   10;   2.1; 120;eor
        691;2022121812;   10;   2.4; 120;eor
        691;2022121813;   10;   3.2; 130;eor
        691;2022121814;   10;   4.8; 120;eor
        691;2022121815;   10;   6.2; 120;eor
        691;2022121816;   10;   5.8; 120;eor
        691;2022121817;   10;   6.7; 130;eor
        691;2022121818;   10;   6.6; 120;eor
        691;2022121819;   10;   6.6; 130;eor
        691;2022121820;   10;   6.2; 130;eor
        691;2022121821;   10;   4.5; 140;eor
        691;2022121822;   10;   4.2; 130;eor
        691;2022121823;   10;   3.5; 130;eor
        691;2022121900;   10;   4.0; 140;eor
        691;2022121901;   10;   4.1; 150;eor
        691;2022121902;   10;   4.5; 160;eor
        691;2022121903;   10;   4.9; 150;eor
        691;2022121904;   10;   4.8; 150;eor
        691;2022121905;   10;   5.0; 150;eor
        691;2022121906;   10;   4.6; 150;eor
        691;2022121907;   10;   5.0; 150;eor
        691;2022121908;   10;   4.9; 150;eor
        691;2022121909;   10;   5.2; 160;eor
        691;2022121910;   10;   4.6; 160;eor
        691;2022121911;   10;   4.8; 170;eor
        691;2022121912;   10;   4.3; 190;eor
        691;2022121913;   10;   4.5; 190;eor
        691;2022121914;   10;   5.1; 200;eor
        691;2022121915;   10;   5.3; 200;eor
        691;2022121916;   10;   4.6; 190;eor
        691;2022121917;   10;   4.2; 180;eor
        691;2022121918;   10;   4.2; 190;eor
        691;2022121919;   10;   4.7; 190;eor
        691;2022121920;   10;   5.2; 200;eor
        691;2022121921;   10;   4.7; 200;eor
        691;2022121922;   10;   3.6; 190;eor
        691;2022121923;   10;   3.4; 190;eor
        691;2022122000;   10;   3.5; 190;eor
        691;2022122001;   10;   3.1; 180;eor
        691;2022122002;   10;   3.5; 190;eor
        691;2022122003;   10;   3.7; 190;eor
        691;2022122004;   10;   3.1; 180;eor
        691;2022122005;   10;   3.6; 190;eor
        691;2022122006;   10;   5.6; 200;eor
        691;2022122007;   10;   5.0; 190;eor
        691;2022122008;   10;   4.6; 180;eor
        691;2022122009;   10;   4.9; 190;eor
        691;2022122010;   10;   5.1; 190;eor
        691;2022122011;   10;   5.2; 190;eor
        691;2022122012;   10;   5.5; 200;eor
        691;2022122013;   10;   4.7; 200;eor
        691;2022122014;   10;   4.6; 200;eor
        691;2022122015;   10;   3.9; 200;eor
        691;2022122016;   10;   4.6; 210;eor
        691;2022122017;   10;   4.4; 210;eor
        691;2022122018;   10;   3.6; 210;eor
        691;2022122019;   10;   3.8; 210;eor
        691;2022122020;   10;   3.2; 210;eor
        691;2022122021;   10;   2.9; 200;eor
        691;2022122022;   10;   2.9; 200;eor
        691;2022122023;   10;   2.6; 210;eor
        691;2022122100;   10;   2.5; 200;eor
        691;2022122101;   10;   2.4; 220;eor
        691;2022122102;   10;   1.8; 240;eor
        691;2022122103;   10;   1.8; 250;eor
        691;2022122104;   10;   1.8; 250;eor
        691;2022122105;   10;   2.2; 240;eor
        691;2022122106;   10;   1.4; 220;eor
        691;2022122107;   10;   0.7; 190;eor
        691;2022122108;   10;   1.5; 210;eor
        691;2022122109;   10;   1.6; 190;eor
        691;2022122110;   10;   1.9; 200;eor
        691;2022122111;   10;   2.4; 230;eor
        691;2022122112;   10;   3.5; 240;eor
        691;2022122113;   10;   3.4; 230;eor
        691;2022122114;   10;   3.1; 210;eor
        691;2022122115;   10;   3.3; 210;eor
        691;2022122116;   10;   3.0; 190;eor
        691;2022122117;   10;   3.4; 200;eor
        691;2022122118;   10;   2.7; 190;eor
        691;2022122119;   10;   2.4; 190;eor
        691;2022122120;   10;   3.3; 200;eor
        691;2022122121;   10;   2.5; 190;eor
        691;2022122122;   10;   2.8; 200;eor
        691;2022122123;   10;   2.6; 180;eor
        691;2022122200;   10;   3.4; 190;eor
        691;2022122201;   10;   3.1; 180;eor
        691;2022122202;   10;   2.8; 180;eor
        691;2022122203;   10;   2.8; 180;eor
        691;2022122204;   10;   2.9; 190;eor
        691;2022122205;   10;   2.2; 170;eor
        691;2022122206;   10;   1.8; 170;eor
        691;2022122207;   10;   1.8; 180;eor
        691;2022122208;   10;   1.7; 220;eor
        691;2022122209;   10;   1.9; 230;eor
        691;2022122210;   10;   2.4; 230;eor
        691;2022122211;   10;   3.3; 260;eor
        691;2022122212;   10;   4.1; 260;eor
        691;2022122213;   10;   4.1; 260;eor
        691;2022122214;   10;   5.2; 250;eor
        691;2022122215;   10;   5.0; 250;eor
        691;2022122216;   10;   4.0; 230;eor
        691;2022122217;   10;   4.1; 220;eor
        691;2022122218;   10;   3.6; 220;eor
        691;2022122219;   10;   3.8; 220;eor
        691;2022122220;   10;   3.2; 200;eor
        691;2022122221;   10;   2.5; 200;eor
        691;2022122222;   10;   1.6; 160;eor
        691;2022122223;   10;   1.1; 120;eor
        691;2022122300;   10;   1.0; 110;eor
        691;2022122301;   10;   1.2; 110;eor
        691;2022122302;   10;   1.3;  40;eor
        691;2022122303;   10;   0.7; 110;eor
        691;2022122304;   10;   1.1; 250;eor
        691;2022122305;   10;   1.5; 270;eor
        691;2022122306;   10;   1.5; 290;eor
        691;2022122307;   10;   1.2; 280;eor
        691;2022122308;   10;   1.9; 250;eor
        691;2022122309;   10;   2.2; 240;eor
        691;2022122310;   10;   1.4; 250;eor
        691;2022122311;   10;   1.5; 210;eor
        691;2022122312;   10;   1.1; 190;eor
        691;2022122313;   10;   1.2; 160;eor
        691;2022122314;   10;   2.1; 120;eor
        691;2022122315;   10;   1.9; 110;eor
        691;2022122316;   10;   2.5;  90;eor
        691;2022122317;   10;   2.4; 100;eor
        691;2022122318;   10;   2.9;  80;eor
        691;2022122319;   10;   3.0;  70;eor
        691;2022122320;   10;   3.2;  60;eor
        691;2022122321;   10;   3.5;  60;eor
        691;2022122322;   10;   3.4;  60;eor
        691;2022122323;   10;   3.0;  70;eor
        691;2022122400;   10;   3.3;  90;eor
        691;2022122401;   10;   2.9;  90;eor
        691;2022122402;   10;   2.1;  90;eor
        691;2022122403;   10;   2.6; 100;eor
        691;2022122404;   10;   1.6; 130;eor
        691;2022122405;   10;   1.0; 140;eor
        691;2022122406;   10;   3.0; 270;eor
        691;2022122407;   10;   6.3; 250;eor
        691;2022122408;   10;   5.5; 250;eor
        691;2022122409;   10;   3.8; 240;eor
        691;2022122410;   10;   4.1; 250;eor
        691;2022122411;   10;   4.9; 250;eor
        691;2022122412;   10;   4.9; 240;eor
        691;2022122413;   10;   3.9; 240;eor
        691;2022122414;   10;   4.9; 250;eor
        691;2022122415;   10;   5.4; 250;eor
        691;2022122416;   10;   4.5; 240;eor
        691;2022122417;   10;   5.0; 240;eor
        691;2022122418;   10;   4.2; 240;eor
        691;2022122419;   10;   3.4; 230;eor
        691;2022122420;   10;   2.9; 220;eor
        691;2022122421;   10;   3.3; 200;eor
        691;2022122422;   10;   2.5; 200;eor
        691;2022122423;   10;   2.0; 170;eor
        691;2022122500;   10;   2.9; 190;eor
        691;2022122501;   10;   2.5; 160;eor
        691;2022122502;   10;   2.3; 150;eor
        691;2022122503;   10;   2.0; 130;eor
        691;2022122504;   10;   2.1; 130;eor
        691;2022122505;   10;   2.5; 130;eor
        691;2022122506;   10;   3.5; 140;eor
        691;2022122507;   10;   3.0; 140;eor
        691;2022122508;   10;   2.8; 140;eor
        691;2022122509;   10;   2.2; 140;eor
        691;2022122510;   10;   2.6; 130;eor
        691;2022122511;   10;   2.7; 130;eor
        691;2022122512;   10;   3.0; 140;eor
        691;2022122513;   10;   3.1; 130;eor
        691;2022122514;   10;   2.5; 130;eor
        691;2022122515;   10;   1.9; 110;eor
        691;2022122516;   10;   2.0; 120;eor
        691;2022122517;   10;   2.5; 110;eor
        691;2022122518;   10;   1.7; 100;eor
        691;2022122519;   10;   1.1;  70;eor
        691;2022122520;   10;   0.8;  50;eor
        691;2022122521;   10;   0.8; 290;eor
        691;2022122522;   10;   1.0; 280;eor
        691;2022122523;   10;   1.6; 230;eor
        691;2022122600;   10;   1.5; 210;eor
        691;2022122601;   10;   1.6; 220;eor
        691;2022122602;   10;   1.4; 210;eor
        691;2022122603;   10;   1.9; 210;eor
        691;2022122604;   10;   2.3; 220;eor
        691;2022122605;   10;   3.0; 220;eor
        691;2022122606;   10;   3.9; 230;eor
        691;2022122607;   10;   4.3; 220;eor
        691;2022122608;   10;   4.6; 220;eor
        691;2022122609;   10;   4.4; 210;eor
        691;2022122610;   10;   5.4; 210;eor
        691;2022122611;   10;   6.9; 220;eor
        691;2022122612;   10;   7.7; 230;eor
        691;2022122613;   10;   9.2; 250;eor
        691;2022122614;   10;  10.8; 270;eor
        691;2022122615;   10;   9.2; 280;eor
        691;2022122616;   10;   7.5; 280;eor
        691;2022122617;   10;   4.6; 250;eor
        691;2022122618;   10;   4.3; 240;eor
        691;2022122619;   10;   4.5; 240;eor
        691;2022122620;   10;   5.2; 240;eor
        691;2022122621;   10;   5.8; 240;eor
        691;2022122622;   10;   6.2; 240;eor
        691;2022122623;   10;   5.7; 230;eor
        691;2022122700;   10;   5.5; 230;eor
        691;2022122701;   10;   5.8; 230;eor
        691;2022122702;   10;   6.3; 230;eor
        691;2022122703;   10;   6.9; 230;eor
        691;2022122704;   10;   7.3; 230;eor
        691;2022122705;   10;   8.0; 240;eor
        691;2022122706;   10;   7.7; 240;eor
        691;2022122707;   10;   7.1; 240;eor
        691;2022122708;   10;   6.4; 240;eor
        691;2022122709;   10;   6.6; 240;eor
        691;2022122710;   10;   6.2; 240;eor
        691;2022122711;   10;   6.7; 240;eor
        691;2022122712;   10;   6.3; 240;eor
        691;2022122713;   10;   6.2; 240;eor
        691;2022122714;   10;   5.6; 230;eor
        691;2022122715;   10;   5.2; 230;eor
        691;2022122716;   10;   3.9; 210;eor
        691;2022122717;   10;   3.7; 200;eor
        691;2022122718;   10;   3.6; 200;eor
        691;2022122719;   10;   4.0; 200;eor
        691;2022122720;   10;   3.7; 200;eor
        691;2022122721;   10;   4.0; 200;eor
        691;2022122722;   10;   4.8; 200;eor
        691;2022122723;   10;   5.1; 200;eor
        691;2022122800;   10;   5.3; 200;eor
        691;2022122801;   10;   6.4; 210;eor
        691;2022122802;   10;   6.3; 200;eor
        691;2022122803;   10;   6.5; 200;eor
        691;2022122804;   10;   7.0; 190;eor
        691;2022122805;   10;   7.1; 190;eor
        691;2022122806;   10;   7.5; 200;eor
        691;2022122807;   10;   7.9; 210;eor
        691;2022122808;   10;   8.7; 220;eor
        691;2022122809;   10;   8.6; 220;eor
        691;2022122810;   10;   8.1; 220;eor
        691;2022122811;   10;   7.6; 210;eor
        691;2022122812;   10;   7.8; 220;eor
        691;2022122813;   10;   7.8; 220;eor
        691;2022122814;   10;   6.9; 210;eor
        691;2022122815;   10;   7.0; 210;eor
        691;2022122816;   10;   7.1; 210;eor
        691;2022122817;   10;   5.6; 200;eor
        691;2022122818;   10;   6.3; 190;eor
        691;2022122819;   10;   7.2; 190;eor
        691;2022122820;   10;   7.5; 190;eor
        691;2022122821;   10;   7.9; 190;eor
        691;2022122822;   10;   7.4; 200;eor
        691;2022122823;   10;   7.7; 210;eor
        691;2022122900;   10;   7.1; 210;eor
        691;2022122901;   10;   6.8; 200;eor
        691;2022122902;   10;   6.8; 200;eor
        691;2022122903;   10;   7.5; 200;eor
        691;2022122904;   10;   7.9; 200;eor
        691;2022122905;   10;   8.0; 200;eor
        691;2022122906;   10;   8.8; 220;eor
        691;2022122907;   10;   6.0; 210;eor
        691;2022122908;   10;   8.6; 220;eor
        691;2022122909;   10;   9.1; 220;eor
        691;2022122910;   10;   8.9; 220;eor
        691;2022122911;   10;   7.9; 220;eor
        691;2022122912;   10;   7.3; 210;eor
        691;2022122913;   10;   9.9; 220;eor
        691;2022122914;   10;  10.3; 240;eor
        691;2022122915;   10;   9.1; 240;eor
        691;2022122916;   10;   7.7; 240;eor
        691;2022122917;   10;   5.3; 220;eor
        691;2022122918;   10;   4.7; 210;eor
        691;2022122919;   10;   6.7; 220;eor
        691;2022122920;   10;   6.1; 230;eor
        691;2022122921;   10;   7.6; 250;eor
        691;2022122922;   10;   6.8; 240;eor
        691;2022122923;   10;   6.9; 230;eor
        691;2022123000;   10;   7.3; 220;eor
        691;2022123001;   10;   7.0; 230;eor
        691;2022123002;   10;   6.8; 230;eor
        691;2022123003;   10;   7.7; 230;eor
        691;2022123004;   10;   7.2; 230;eor
        691;2022123005;   10;   5.7; 220;eor
        691;2022123006;   10;   4.4; 210;eor
        691;2022123007;   10;   4.3; 200;eor
        691;2022123008;   10;   4.5; 190;eor
        691;2022123009;   10;   4.7; 180;eor
        691;2022123010;   10;   5.3; 180;eor
        691;2022123011;   10;   6.4; 180;eor
        691;2022123012;   10;   6.9; 170;eor
        691;2022123013;   10;   7.0; 170;eor
        691;2022123014;   10;   6.7; 160;eor
        691;2022123015;   10;   6.7; 150;eor
        691;2022123016;   10;   7.9; 150;eor
        691;2022123017;   10;   9.2; 160;eor
        691;2022123018;   10;   8.5; 170;eor
        691;2022123019;   10;   9.5; 180;eor
        691;2022123020;   10;   8.2; 190;eor
        691;2022123021;   10;   8.0; 210;eor
        691;2022123022;   10;   7.0; 210;eor
        691;2022123023;   10;   6.2; 210;eor
        691;2022123100;   10;   6.2; 220;eor
        691;2022123101;   10;   4.3; 200;eor
        691;2022123102;   10;   4.7; 200;eor
        691;2022123103;   10;   5.3; 210;eor
        691;2022123104;   10;   4.8; 220;eor
        691;2022123105;   10;   4.3; 220;eor
        691;2022123106;   10;   3.4; 200;eor
        691;2022123107;   10;   3.5; 200;eor
        691;2022123108;   10;   2.5; 190;eor
        691;2022123109;   10;   2.9; 180;eor
        691;2022123110;   10;   4.1; 200;eor
        691;2022123111;   10;   6.8; 220;eor
        691;2022123112;   10;   8.4; 230;eor
        691;2022123113;   10;   7.3; 230;eor
        691;2022123114;   10;   7.9; 230;eor
        691;2022123115;   10;   7.9; 240;eor
        691;2022123116;   10;   9.6; 220;eor
        691;2022123117;   10;   8.8; 220;eor
        691;2022123118;   10;   8.4; 220;eor
        691;2022123119;   10;   7.2; 210;eor
        691;2022123120;   10;   8.4; 220;eor
        691;2022123121;   10;   8.6; 220;eor
        691;2022123122;   10;  10.3; 220;eor
        691;2022123123;   10;  11.2; 220;eor
        691;2023010100;   10;  10.6; 220;eor
        691;2023010101;   10;  10.7; 220;eor
        691;2023010102;   10;  11.2; 230;eor
        691;2023010103;   10;  11.0; 230;eor
        691;2023010104;   10;  10.1; 230;eor
        691;2023010105;   10;   9.3; 220;eor
        691;2023010106;   10;   9.7; 220;eor
        691;2023010107;   10;  10.2; 230;eor
        691;2023010108;   10;  10.6; 230;eor
        691;2023010109;   10;   9.4; 230;eor
        691;2023010110;   10;  10.4; 240;eor
        691;2023010111;   10;  10.1; 230;eor
        691;2023010112;   10;   8.5; 230;eor
        691;2023010113;   10;   7.7; 230;eor
        691;2023010114;   10;   6.7; 230;eor
        691;2023010115;   10;   5.9; 230;eor
        691;2023010116;   10;   4.6; 210;eor
        691;2023010117;   10;   3.6; 210;eor
        691;2023010118;   10;   3.4; 190;eor
        691;2023010119;   10;   3.1; 160;eor
        691;2023010120;   10;   2.9; 160;eor
        691;2023010121;   10;   4.3; 190;eor
        691;2023010122;   10;   4.7; 190;eor
        691;2023010123;   10;   3.5; 170;eor
        691;2023010200;   10;   2.3; 160;eor
        691;2023010201;   10;   3.4; 140;eor
        691;2023010202;   10;   3.7; 150;eor
        691;2023010203;   10;   4.4; 180;eor
        691;2023010204;   10;   4.8; 210;eor
        691;2023010205;   10;   5.3; 200;eor
        691;2023010206;   10;   5.6; 210;eor
        691;2023010207;   10;   6.1; 200;eor
        691;2023010208;   10;   7.2; 210;eor
        691;2023010209;   10;   7.8; 210;eor
        691;2023010210;   10;   8.2; 220;eor
        691;2023010211;   10;   9.5; 240;eor
        691;2023010212;   10;   9.2; 270;eor
        691;2023010213;   10;   7.0; 270;eor
        691;2023010214;   10;   5.7; 250;eor
        691;2023010215;   10;   5.6; 260;eor
        691;2023010216;   10;   4.4; 250;eor
        691;2023010217;   10;   4.5; 240;eor
        691;2023010218;   10;   4.5; 230;eor
        691;2023010219;   10;   6.4; 240;eor
        691;2023010220;   10;   5.1; 250;eor
        691;2023010221;   10;   4.5; 250;eor
        691;2023010222;   10;   3.7; 250;eor
        691;2023010223;   10;   3.8; 240;eor
        691;2023010300;   10;   4.0; 240;eor
        691;2023010301;   10;   4.3; 230;eor
        691;2023010302;   10;   3.7; 230;eor
        691;2023010303;   10;   4.0; 240;eor
        691;2023010304;   10;   3.8; 250;eor
        691;2023010305;   10;   3.2; 220;eor
        691;2023010306;   10;   2.7; 200;eor
        691;2023010307;   10;   3.4; 220;eor
        691;2023010308;   10;   3.4; 220;eor
        691;2023010309;   10;   2.9; 210;eor
        691;2023010310;   10;   3.6; 230;eor
        691;2023010311;   10;   3.9; 230;eor
        691;2023010312;   10;   2.2; 220;eor
        691;2023010313;   10;   2.1; 180;eor
        691;2023010314;   10;   3.1; 150;eor
        691;2023010315;   10;   2.9; 160;eor
        691;2023010316;   10;   2.2; 160;eor
        691;2023010317;   10;   2.8; 190;eor
        691;2023010318;   10;   2.8; 190;eor
        691;2023010319;   10;   3.1; 170;eor
        691;2023010320;   10;   4.0; 180;eor
        691;2023010321;   10;   4.5; 180;eor
        691;2023010322;   10;   5.5; 180;eor
        691;2023010323;   10;   5.5; 190;eor
        691;2023010400;   10;   6.3; 190;eor
        691;2023010401;   10;   6.8; 190;eor
        691;2023010402;   10;   6.9; 190;eor
        691;2023010403;   10;   8.0; 190;eor
        691;2023010404;   10;   8.7; 200;eor
        691;2023010405;   10;   9.0; 200;eor
        691;2023010406;   10;   8.9; 210;eor
        691;2023010407;   10;   9.5; 220;eor
        691;2023010408;   10;  10.3; 220;eor
        691;2023010409;   10;  11.0; 220;eor
        691;2023010410;   10;  10.8; 220;eor
        691;2023010411;   10;  10.4; 220;eor
        691;2023010412;   10;  10.0; 230;eor
        691;2023010413;   10;   8.5; 230;eor
        691;2023010414;   10;   8.4; 230;eor
        691;2023010415;   10;   8.5; 250;eor
        691;2023010416;   10;   8.7; 250;eor
        691;2023010417;   10;   9.2; 250;eor
        691;2023010418;   10;   8.6; 250;eor
        691;2023010419;   10;   8.6; 250;eor
        691;2023010420;   10;  10.2; 250;eor
        691;2023010421;   10;  11.1; 260;eor
        691;2023010422;   10;  10.1; 260;eor
        691;2023010423;   10;  10.9; 260;eor
        691;2023010500;   10;   9.4; 270;eor
        691;2023010501;   10;  11.6; 270;eor
        691;2023010502;   10;  10.7; 270;eor
        691;2023010503;   10;  10.4; 270;eor
        691;2023010504;   10;  10.2; 270;eor
        691;2023010505;   10;  10.6; 270;eor
        691;2023010506;   10;   9.6; 270;eor
        691;2023010507;   10;   9.0; 280;eor
        691;2023010508;   10;   8.4; 280;eor
        691;2023010509;   10;   6.9; 290;eor
        691;2023010510;   10;   4.7; 290;eor
        691;2023010511;   10;   5.8; 300;eor
        691;2023010512;   10;   6.3; 290;eor
        691;2023010513;   10;   6.6; 280;eor
        691;2023010514;   10;   5.8; 290;eor
        691;2023010515;   10;   3.7; 290;eor
        691;2023010516;   10;   2.8; 260;eor
        691;2023010517;   10;   2.9; 240;eor
        691;2023010518;   10;   2.3; 230;eor
        691;2023010519;   10;   2.0; 190;eor
        691;2023010520;   10;   2.1; 190;eor
        691;2023010521;   10;   2.6; 200;eor
        691;2023010522;   10;   2.8; 200;eor
        691;2023010523;   10;   3.4; 200;eor
        691;2023010600;   10;   3.6; 190;eor
        691;2023010601;   10;   3.1; 190;eor
        691;2023010602;   10;   3.3; 190;eor
        691;2023010603;   10;   4.0; 200;eor
        691;2023010604;   10;   4.4; 200;eor
        691;2023010605;   10;   4.9; 210;eor
        691;2023010606;   10;   5.0; 210;eor
        691;2023010607;   10;   6.0; 210;eor
        691;2023010608;   10;   6.6; 210;eor
        691;2023010609;   10;   6.9; 210;eor
        691;2023010610;   10;   7.5; 230;eor
        691;2023010611;   10;   7.9; 250;eor
        691;2023010612;   10;   7.9; 260;eor
        691;2023010613;   10;   7.9; 270;eor
        691;2023010614;   10;   6.6; 260;eor
        691;2023010615;   10;   5.7; 250;eor
        691;2023010616;   10;   4.6; 240;eor
        691;2023010617;   10;   3.0; 220;eor
        691;2023010618;   10;   3.6; 230;eor
        691;2023010619;   10;   3.1; 230;eor
        691;2023010620;   10;   2.6; 200;eor
        691;2023010621;   10;   2.2; 200;eor
        691;2023010622;   10;   2.5; 200;eor
        691;2023010623;   10;   2.5; 200;eor
        691;2023010700;   10;   2.1; 170;eor
        691;2023010701;   10;   3.2; 190;eor
        691;2023010702;   10;   4.2; 200;eor
        691;2023010703;   10;   3.5; 190;eor
        691;2023010704;   10;   4.0; 200;eor
        691;2023010705;   10;   4.3; 210;eor
        691;2023010706;   10;   4.4; 210;eor
        691;2023010707;   10;   3.6; 200;eor
        691;2023010708;   10;   2.9; 190;eor
        691;2023010709;   10;   2.9; 180;eor
        691;2023010710;   10;   4.1; 180;eor
        691;2023010711;   10;   4.5; 180;eor
        691;2023010712;   10;   5.5; 180;eor
        691;2023010713;   10;   5.1; 170;eor
        691;2023010714;   10;   5.1; 160;eor
        691;2023010715;   10;   4.9; 150;eor
        691;2023010716;   10;   5.2; 150;eor
        691;2023010717;   10;   5.4; 140;eor
        691;2023010718;   10;   5.3; 140;eor
        691;2023010719;   10;   4.9; 150;eor
        691;2023010720;   10;   4.3; 140;eor
        691;2023010721;   10;   4.7; 150;eor
        691;2023010722;   10;   4.9; 170;eor
        691;2023010723;   10;   5.5; 180;eor
        691;2023010800;   10;   5.4; 180;eor
        691;2023010801;   10;   5.4; 180;eor
        691;2023010802;   10;   4.6; 190;eor
        691;2023010803;   10;   4.2; 190;eor
        691;2023010804;   10;   4.0; 190;eor
        691;2023010805;   10;   3.1; 180;eor
        691;2023010806;   10;   3.6; 180;eor
        691;2023010807;   10;   3.9; 170;eor
        691;2023010808;   10;   5.0; 170;eor
        691;2023010809;   10;   4.1; 190;eor
        691;2023010810;   10;   4.2; 190;eor
        691;2023010811;   10;   4.3; 200;eor
        691;2023010812;   10;   5.4; 210;eor
        691;2023010813;   10;   5.9; 200;eor
        691;2023010814;   10;   5.1; 200;eor
        691;2023010815;   10;   3.9; 180;eor
        691;2023010816;   10;   2.4; 150;eor
        691;2023010817;   10;   4.3; 190;eor
        691;2023010818;   10;   4.0; 180;eor
        691;2023010819;   10;   3.5; 170;eor
        691;2023010820;   10;   3.0; 150;eor
        691;2023010821;   10;   3.9; 140;eor
        691;2023010822;   10;   4.2; 140;eor
        691;2023010823;   10;   3.9; 140;eor
        691;2023010900;   10;   4.2; 140;eor
        691;2023010901;   10;   4.1; 140;eor
        691;2023010902;   10;   3.5; 160;eor
        691;2023010903;   10;   3.6; 160;eor
        691;2023010904;   10;   2.9; 210;eor
        691;2023010905;   10;   3.5; 210;eor
        691;2023010906;   10;   3.3; 210;eor
        691;2023010907;   10;   3.8; 220;eor
        691;2023010908;   10;   3.7; 210;eor
        691;2023010909;   10;   5.3; 210;eor
        691;2023010910;   10;   4.2; 210;eor
        691;2023010911;   10;   4.4; 200;eor
        691;2023010912;   10;   4.5; 200;eor
        691;2023010913;   10;   3.6; 200;eor
        691;2023010914;   10;   4.0; 200;eor
        691;2023010915;   10;   2.9; 210;eor
        691;2023010916;   10;   3.0; 250;eor
        691;2023010917;   10;   3.7; 250;eor
        691;2023010918;   10;   3.7; 250;eor
        691;2023010919;   10;   3.9; 250;eor
        691;2023010920;   10;   3.8; 240;eor
        691;2023010921;   10;   4.4; 250;eor
        691;2023010922;   10;   4.6; 250;eor
        691;2023010923;   10;   4.4; 250;eor
        691;2023011000;   10;   4.2; 240;eor
        691;2023011001;   10;   3.8; 240;eor
        691;2023011002;   10;   5.0; 250;eor
        691;2023011003;   10;   4.5; 240;eor
        691;2023011004;   10;   4.4; 230;eor
        691;2023011005;   10;   4.5; 230;eor
        691;2023011006;   10;   3.9; 230;eor
        691;2023011007;   10;   4.6; 220;eor
        691;2023011008;   10;   4.8; 230;eor
        691;2023011009;   10;   4.5; 220;eor
        691;2023011010;   10;   5.5; 220;eor
        691;2023011011;   10;   6.4; 230;eor
        691;2023011012;   10;   5.8; 230;eor
        691;2023011013;   10;   5.9; 220;eor
        691;2023011014;   10;   5.4; 210;eor
        691;2023011015;   10;   4.9; 200;eor
        691;2023011016;   10;   5.2; 190;eor
        691;2023011017;   10;   5.9; 180;eor
        691;2023011018;   10;   6.0; 170;eor
        691;2023011019;   10;   6.6; 180;eor
        691;2023011020;   10;   7.5; 160;eor
        691;2023011021;   10;   7.5; 160;eor
        691;2023011022;   10;   8.1; 170;eor
        691;2023011023;   10;   7.7; 180;eor
        691;2023011100;   10;   8.2; 190;eor
        691;2023011101;   10;   7.8; 190;eor
        691;2023011102;   10;   7.7; 190;eor
        691;2023011103;   10;   7.9; 200;eor
        691;2023011104;   10;   7.4; 200;eor
        691;2023011105;   10;   6.4; 200;eor
        691;2023011106;   10;   6.7; 210;eor
        691;2023011107;   10;   6.0; 210;eor
        691;2023011108;   10;   5.9; 220;eor
        691;2023011109;   10;   4.0; 280;eor
        691;2023011110;   10;   1.7; 210;eor
        691;2023011111;   10;   2.4; 210;eor
        691;2023011112;   10;   5.3; 250;eor
        691;2023011113;   10;   5.7; 260;eor
        691;2023011114;   10;   7.1; 250;eor
        691;2023011115;   10;   7.1; 250;eor
        691;2023011116;   10;   4.2; 230;eor
        691;2023011117;   10;   4.3; 210;eor
        691;2023011118;   10;   4.4; 210;eor
        691;2023011119;   10;   5.6; 220;eor
        691;2023011120;   10;   5.7; 200;eor
        691;2023011121;   10;   5.5; 200;eor
        691;2023011122;   10;   7.9; 210;eor
        691;2023011123;   10;   9.3; 210;eor
        691;2023011200;   10;   9.8; 220;eor
        691;2023011201;   10;   9.3; 220;eor
        691;2023011202;   10;   9.1; 230;eor
        691;2023011203;   10;   6.7; 220;eor
        691;2023011204;   10;   7.6; 220;eor
        691;2023011205;   10;   6.0; 210;eor
        691;2023011206;   10;   6.8; 210;eor
        691;2023011207;   10;   7.5; 200;eor
        691;2023011208;   10;   9.8; 200;eor
        691;2023011209;   10;  10.2; 210;eor
        691;2023011210;   10;  10.5; 220;eor
        691;2023011211;   10;  10.1; 220;eor
        691;2023011212;   10;   9.7; 230;eor
        691;2023011213;   10;   9.3; 220;eor
        691;2023011214;   10;   8.1; 220;eor
        691;2023011215;   10;   6.1; 230;eor
        691;2023011216;   10;   6.5; 220;eor
        691;2023011217;   10;   7.1; 220;eor
        691;2023011218;   10;   7.5; 220;eor
        691;2023011219;   10;   8.3; 220;eor
        691;2023011220;   10;   9.3; 230;eor
        691;2023011221;   10;   9.0; 220;eor
        691;2023011222;   10;   7.7; 210;eor
        691;2023011223;   10;   7.3; 220;eor
        691;2023011300;   10;   9.0; 230;eor
        691;2023011301;   10;   6.7; 240;eor
        691;2023011302;   10;   9.0; 240;eor
        691;2023011303;   10;   7.0; 240;eor
        691;2023011304;   10;   6.7; 230;eor
        691;2023011305;   10;   6.8; 220;eor
        691;2023011306;   10;   7.2; 220;eor
        691;2023011307;   10;   8.2; 220;eor
        691;2023011308;   10;   8.4; 230;eor
        691;2023011309;   10;   9.0; 220;eor
